0	﻿دانشکده	﻿دانشکده	﻿دانشکده	-
2	برنامه	برنامه	برنامه	-
3	ریزی	ریز	ریخت#ریز	-
4	استراتژیک	استراتژیک	استراتژیک	-
5	بدون	بدون	بدون	-
6	استفاده	استفاده	استفاده	-
7	از	از	از	-
8	داده	داده	داده	-
9	کاوی	کاو	کاو	-
10	مثل	مثل	مثل	-
11	رانندگی	رانندگ	رانندگی	-
12	با	با	با	-
13	چشمان	چ	چشمان	-
14	بسته_است	بسته_اس	بست#بند	-
15	!	!	!	-
16	اگر	اگر	اگر	-
17	یک	یک	یک	-
18	استراتژیست	استراتژیس	استراتژیست	-
19	می‌خواهد	می‌خواهد	خواست#خواه	-
20	در	در	در	-
21	زمینه	زمینه	زمینه	-
22	برنامه	برنامه	برنامه	-
23	ریزی	ریز	ریخت#ریز	-
24	کاربردی	کاربرد	کاربرد	-
25	و	و	و	-
26	اجرایی	اجرا	اجرایی	-
27	موفق	موفق	موفق	-
28	باشد	باشد	بود#باش	-
29	باید	باید	باید	-
30	از	از	از	-
31	سلاح	سلاح	سلاح	-
32	داده	داده	داده	-
33	کاوی	کاو	کاو	-
34	استفاده	استفاده	استفاده	-
35	کند	کند	کند	-
36	.	.	.	-

0	داده	داده	داده	-
1	کای	کا	کای	-
2	چه	چه	چه	-
3	فایده‌ای	فایده	فایده	-
4	دارد	دارد	داشت#دار	-
5	؟	؟	؟	-
6	شناخت	شناخ	شناخت	-
7	مشتریان	مشتر	مشتریان	-
8	سودآور	سودآور	سودآور	-
9	:	:	:	-
10	می‌توانید	می‌توانید	توانست#توان	-
11	مشتریانی	مشتریان	مشتریانی	-
12	که	که	که	-
13	بیشترین	ب	بیشترین	-
14	سود	سود	سود	-
15	شما	شما	شما	-
16	از	از	از	-
17	آنها	آن	آن	-
18	حاصل	حاصل	حاصل	-
19	شده	شده	شده	-
20	را	را	را	-
21	شناسایی	شناسا	شناسایی	-
22	کنید	کنید	کرد#کن	-
23	و	و	و	-
24	برای	برا	برای	-
25	حفظ	حفظ	حفظ	-
26	وفاداری	وفادار	وفاداری	-
27	مشتری	مشتر	مشتری	-
28	تلاش	تلا	تلاش	-
29	کنید	کنید	کرد#کن	-
30	.	.	.	-

0	بهینه	بهینه	بهینه	-
1	سازی	ساز	سازی	-
2	سبد	سبد	سبد	-
3	محصول	محصول	محصول	-
4	:	:	:	-
5	شناخت	شناخ	شناخت	-
6	محصولات	محصول	محصولات	-
7	پر	پر	پر	-
8	فروش	فرو	فروش	-
9	،	،	،	-
10	محصولات	محصول	محصولات	-
11	سودآور	سودآور	سودآور	-
12	محصولات	محصول	محصولات	-
13	زیان	ز	زیان	-
14	ده	ده	ده	-
15	از	از	از	-
16	دیگر	دیگر	دیگر	-
17	فواید	فواید	فواید	-
18	داده	داده	داده	-
19	کاوی	کاو	کاو	-
20	است	اس	#است	-
21	.	.	.	-

0	با	با	با	-
1	این	این	این	-
2	کار	کار	کار	-
3	می‌توانید	می‌توانید	توانست#توان	-
4	در	در	در	-
5	بهتر	به	بهتر	-
6	کردن	کردن	کردن	-
7	سبد	سبد	سبد	-
8	محصول	محصول	محصول	-
9	خود	خود	خود	-
10	اقدام	اقدا	اقدام	-
11	کنید	کنید	کرد#کن	-
12	.	.	.	-

0	شناخت	شناخ	شناخت	-
1	مشتریان	مشتر	مشتریان	-
2	وفادار	وفادار	وفادار	-
3	و	و	و	-
4	قدیمی	قدیم	قدیم	-
5	:	:	:	-
6	می‌توانید	می‌توانید	توانست#توان	-
7	بفهمید	بفهمید	فهمید#فهم	-
8	مشتریان	مشتر	مشتریان	-
9	قدیمی	قدیم	قدیم	-
10	شما	شما	شما	-
11	چه	چه	چه	-
12	کسانی	کسان	کسانی	-
13	هستند	هستند	#هست	-
14	و	و	و	-
15	با	با	با	-
16	چه	چه	چه	-
17	برنامه‌ای	برنامه	برنامه	-
18	خرید	خرید	خرید	-
19	می‌کنند	می‌کنند	کرد#کن	-
20	،	،	،	-
21	چه	چه	چه	-
22	کالایی	کالا	کالا	-
23	را	را	را	-
24	دوست	دوس	دوست	-
25	دارند	دارند	داشت#دار	-
26	و	و	و	-
27	چه	چه	چه	-
28	کالایی	کالا	کالا	-
29	باعث	باعث	باعث	-
30	وفاداری	وفادار	وفاداری	-
31	آنها	آن	آن	-
32	شده_است	شده_اس	شد#شو	-
33	.	.	.	-

0	بررسی	بررس	بررسی	-
1	طول	طول	طول	-
2	عمر	عمر	عمر	-
3	مشتری	مشتر	مشتری	-
4	:	:	:	-
5	با	با	با	-
6	استفاده	استفاده	استفاده	-
7	از	از	از	-
8	داده	داده	داده	-
9	کاوی	کاو	کاو	-
10	می‌توانید	می‌توانید	توانست#توان	-
11	طول	طول	طول	-
12	عمر	عمر	عمر	-
13	مشتری	مشتر	مشتری	-
14	و	و	و	-
15	چرخه	چرخه	چرخه	-
16	آن	آن	آن	-
17	،	،	،	-
18	میزان	میز	میزان	-
19	سود	سود	سود	-
20	حاصل	حاصل	حاصل	-
21	عایده	عایده	عایده	-
22	از	از	از	-
23	هر	هر	هر	-
24	مشتری	مشتر	مشتری	-
25	در	در	در	-
26	هر	هر	هر	-
27	مرحله	مرحله	مرحله	-
28	را	را	را	-
29	بررسی	بررس	بررسی	-
30	کنید	کنید	کرد#کن	-
31	.	.	.	-

